"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","6,832","8.7%","39.6%","45.6%","6.1%","49,444","3.2%","7.8%","47.6%","13.6%","9.3%","12.5%","6.0%","88.9%","18.5%","7,959","92.2%","19.8%","8,685","91.2%","20.7%","21,398","93.6%","20.1%","11,402","76.2%","12.8%","","15.5%","10.0%","11.3%","5.1%","","36,268","20,847","31,263","41,587","50,506","73,723","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,664","6.7%","23.8%","62.5%","6.9%","51,358","3.3%","5.8%","46.9%","13.7%","12.2%","12.2%","5.9%","90.9%","18.1%","7,088","97.5%","35.4%","7,810","95.4%","26.0%","20,403","94.6%","17.9%","16,057","81.0%","6.9%","","25.3%","12.0%","17.9%","2.7%","","25,607","20,302","21,146","25,187","31,498","52,893","","(X)"
"Jonesboro, AR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,546","6.4%","33.1%","48.5%","12.1%","79,093","4.3%","9.1%","37.4%","21.8%","6.2%","12.9%","8.3%","86.6%","21.2%","17,075","92.3%","23.2%","15,357","85.0%","22.2%","30,423","90.8%","23.9%","16,238","74.3%","13.2%","","30.9%","14.1%","13.5%","1.7%","","30,114","17,157","28,202","26,106","42,615","52,074","","5.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,241","7.1%","43.0%","38.2%","11.7%","37,788","4.0%","11.3%","38.5%","21.6%","5.8%","11.1%","7.8%","84.7%","18.9%","8,436","90.4%","19.9%","7,708","80.7%","19.1%","14,624","88.3%","19.2%","7,020","75.0%","16.9%","","26.1%","9.5%","11.9%","2.5%","","35,627","18,165","34,455","30,909","50,750","88,162","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,305","5.7%","23.2%","58.6%","12.5%","41,305","4.6%","7.0%","36.4%","21.9%","6.6%","14.6%","8.8%","88.3%","23.4%","8,639","94.2%","26.4%","7,649","89.3%","25.4%","15,799","93.1%","28.3%","9,218","73.8%","10.3%","","36.8%","18.6%","14.9%","1.1%","","22,468","11,850","19,632","21,287","34,078","45,048","","(X)"
"Joplin, MO Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,450","14.9%","32.5%","46.5%","6.1%","113,632","5.3%","8.9%","35.6%","22.6%","6.7%","12.8%","8.0%","85.7%","20.8%","22,925","85.4%","23.2%","21,167","82.0%","24.0%","43,955","89.4%","21.3%","25,585","82.8%","15.2%","","34.6%","14.9%","12.7%","5.0%","","28,648","18,465","24,848","26,004","38,140","53,953","","4.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,635","12.7%","40.0%","44.1%","3.2%","55,163","5.2%","10.4%","36.5%","21.8%","6.3%","11.4%","8.4%","84.4%","19.8%","11,825","81.6%","16.0%","10,405","80.7%","23.2%","21,542","87.0%","21.6%","11,391","85.7%","17.3%","","30.6%","14.9%","7.6%","4.7%","","34,611","21,595","31,188","34,041","41,347","69,259","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,815","17.1%","25.2%","48.9%","8.9%","58,469","5.5%","7.5%","34.8%","23.4%","7.1%","14.2%","7.6%","87.0%","21.8%","11,100","89.3%","30.9%","10,762","83.1%","24.8%","22,413","91.7%","21.0%","14,194","80.5%","13.5%","","39.2%","15.0%","17.1%","5.2%","","22,470","11,913","20,934","20,755","33,997","46,643","","(X)"
"Kahului-Wailuku, HI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,043","13.1%","49.3%","30.6%","7.1%","110,670","4.4%","5.5%","31.0%","26.3%","8.9%","15.8%","8.2%","90.1%","23.9%","21,265","94.5%","24.4%","20,904","92.2%","22.7%","46,370","92.0%","25.2%","22,131","79.8%","22.0%","","15.2%","9.3%","9.2%","3.7%","","31,352","24,630","28,066","30,991","40,329","51,636","","7.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,260","21.7%","50.7%","26.5%","1.0%","55,104","4.2%","6.1%","33.9%","27.3%","8.0%","13.9%","6.6%","89.7%","20.5%","11,099","93.9%","18.7%","10,518","88.5%","13.8%","23,297","91.0%","22.8%","10,190","83.2%","24.1%","","14.4%","10.0%","5.2%","4.2%","","35,178","30,576","30,413","36,028","47,643","71,429","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,783","3.6%","47.7%","35.0%","13.7%","55,566","4.6%","4.9%","28.2%","25.3%","9.8%","17.6%","9.7%","90.5%","27.3%","10,166","95.2%","30.7%","10,386","96.0%","31.6%","23,073","93.0%","27.6%","11,941","76.9%","20.1%","","16.2%","8.4%","13.0%","3.3%","","27,864","21,026","22,601","23,301","32,127","50,510","","(X)"
"Kalamazoo-Portage, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","45,837","10.0%","22.4%","57.2%","10.4%","209,388","2.9%","6.0%","26.5%","25.5%","8.5%","18.6%","12.1%","91.2%","30.7%","41,095","92.1%","33.1%","38,240","92.4%","37.5%","85,967","93.4%","30.1%","44,086","84.8%","23.7%","","30.3%","16.5%","14.2%","4.1%","","32,426","16,769","21,808","30,728","44,817","57,327","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,172","10.6%","24.0%","58.7%","6.8%","100,873","3.4%","6.4%","27.3%","25.4%","6.3%","19.2%","12.0%","90.2%","31.2%","21,152","91.5%","30.6%","18,791","90.0%","37.5%","41,662","92.3%","28.8%","19,268","84.3%","31.0%","","29.7%","12.5%","12.8%","4.4%","","39,861","18,411","28,750","36,449","52,968","75,435","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,665","9.4%","20.8%","55.6%","14.1%","108,515","2.4%","5.5%","25.8%","25.6%","10.5%","18.0%","12.2%","92.1%","30.2%","19,943","92.8%","35.7%","19,449","94.7%","37.5%","44,305","94.5%","31.4%","24,818","85.2%","18.0%","","31.0%","20.5%","15.3%","3.8%","","26,245","12,884","16,231","24,811","35,119","47,169","","(X)"
"Kalispell, MT Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,363","22.2%","36.5%","38.5%","2.8%","63,901","0.7%","4.6%","26.8%","28.3%","8.8%","20.7%","10.1%","94.7%","30.8%","10,804","95.6%","34.6%","10,482","94.4%","27.9%","28,340","95.3%","24.9%","14,275","93.1%","41.7%","","28.0%","12.9%","11.2%","9.0%","","26,961","20,654","22,917","26,985","30,409","51,178","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,741","23.7%","45.7%","30.2%","0.5%","31,629","0.8%","5.9%","28.9%","28.0%","6.4%","19.9%","10.1%","93.3%","29.9%","5,619","93.3%","25.9%","5,203","95.3%","20.9%","13,922","93.3%","24.8%","6,885","91.7%","50.3%","","33.1%","8.3%","8.9%","8.4%","","32,483","21,928","21,912","36,128","38,816","51,236","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,622","20.7%","27.1%","47.2%","5.1%","32,272","0.7%","3.2%","24.7%","28.6%","11.1%","21.5%","10.2%","96.1%","31.6%","5,185","98.1%","44.0%","5,279","93.5%","34.9%","14,418","97.2%","24.9%","7,390","94.4%","33.8%","","19.5%","18.2%","13.2%","9.5%","","22,334","10,213","24,086","20,689","19,828","51,082","","(X)"
"Kankakee-Bradley, IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,775","10.0%","30.3%","48.6%","11.1%","73,700","4.7%","10.2%","34.0%","26.1%","8.7%","10.5%","5.8%","85.1%","16.3%","14,284","83.0%","14.6%","14,577","87.0%","18.3%","29,092","89.0%","16.1%","15,747","78.0%","16.2%","","31.6%","13.4%","10.2%","3.7%","","35,512","19,365","30,506","41,065","40,465","59,452","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,080","10.8%","35.5%","44.6%","9.1%","35,605","4.8%","11.1%","34.3%","27.4%","7.6%","10.1%","4.8%","84.1%","14.8%","6,983","80.7%","10.6%","7,108","90.8%","18.5%","14,533","87.2%","13.9%","6,981","74.3%","17.3%","","22.0%","11.9%","5.5%","1.6%","","41,956","20,601","35,724","54,847","45,815","71,176","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,695","9.1%","24.8%","52.8%","13.3%","38,095","4.6%","9.4%","33.8%","24.9%","9.7%","10.8%","6.8%","86.0%","17.6%","7,301","85.2%","18.4%","7,469","83.3%","18.1%","14,559","90.9%","18.2%","8,766","81.0%","15.4%","","41.4%","14.9%","14.6%","5.4%","","27,385","15,964","25,286","26,241","36,310","58,662","","(X)"
"Kansas City, MO-KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","171,092","15.1%","32.2%","42.3%","10.5%","1,374,632","2.8%","6.0%","27.0%","23.1%","7.7%","21.4%","12.1%","91.2%","33.5%","290,139","91.9%","36.9%","272,975","92.4%","38.6%","550,192","92.3%","33.2%","261,326","87.2%","24.8%","","26.9%","12.9%","9.5%","3.2%","","36,618","18,153","27,926","34,245","46,820","60,082","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","85,818","17.2%","36.1%","38.1%","8.6%","661,131","2.9%","6.4%","27.4%","23.1%","6.9%","21.0%","12.4%","90.7%","33.4%","144,598","89.9%","33.2%","136,251","91.6%","36.1%","267,262","91.8%","33.0%","113,020","88.3%","31.1%","","24.1%","11.1%","6.6%","2.6%","","43,327","21,200","32,278","41,650","60,156","76,401","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","85,274","12.9%","28.2%","46.5%","12.4%","713,501","2.7%","5.6%","26.7%","23.1%","8.4%","21.8%","11.8%","91.7%","33.6%","145,541","93.8%","40.7%","136,724","93.2%","41.1%","282,930","92.7%","33.5%","148,306","86.3%","20.1%","","29.8%","14.7%","11.9%","3.7%","","30,804","14,654","23,415","27,436","39,553","50,254","","(X)"
"Kapaa, HI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,977","11.5%","56.3%","27.3%","4.8%","48,459","3.8%","4.6%","30.5%","20.8%","13.5%","15.0%","11.8%","91.6%","26.8%","8,611","88.6%","20.3%","8,484","93.6%","17.8%","20,651","95.8%","30.5%","10,713","84.1%","32.0%","","17.9%","11.6%","9.0%","5.0%","","31,355","20,517","27,291","32,261","33,966","50,550","","4.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,698","15.1%","57.0%","19.8%","8.1%","23,759","2.6%","5.5%","32.2%","20.5%","13.9%","13.4%","11.9%","91.9%","25.3%","4,337","88.4%","12.5%","4,512","91.7%","17.6%","10,115","95.6%","27.9%","4,795","87.2%","38.5%","","19.8%","9.7%","4.6%","5.3%","","32,121","20,761","29,872","40,456","32,882","65,811","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,279","7.3%","55.6%","36.2%","0.9%","24,700","5.0%","3.7%","28.9%","21.1%","13.1%","16.6%","11.7%","91.3%","28.2%","4,274","88.9%","28.1%","3,972","95.8%","18.0%","10,536","96.0%","33.0%","5,918","81.6%","26.7%","","16.2%","13.5%","13.3%","4.7%","","30,412","14,315","24,451","30,432","35,240","42,286","","(X)"
"Keene, NH Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,940","4.2%","19.0%","67.9%","9.0%","52,068","1.9%","5.2%","36.8%","19.2%","6.9%","19.1%","10.8%","92.9%","30.0%","8,670","97.2%","25.6%","8,602","98.0%","27.2%","22,807","92.6%","32.6%","11,989","86.6%","30.0%","","17.6%","8.6%","10.1%","3.3%","","33,479","32,515","31,357","31,161","42,091","48,395","","2.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,789","5.7%","22.6%","58.9%","12.9%","24,846","1.4%","6.2%","40.6%","16.1%","7.0%","17.0%","11.7%","92.5%","28.7%","3,995","95.7%","17.8%","4,242","96.2%","30.1%","11,222","91.9%","27.1%","5,387","88.4%","39.1%","","18.1%","6.2%","8.7%","4.9%","","37,613","28,299","31,910","42,182","48,982","55,328","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,151","2.7%","15.7%","76.3%","5.3%","27,222","2.3%","4.4%","33.4%","21.9%","6.9%","21.1%","10.0%","93.3%","31.1%","4,675","98.5%","32.3%","4,360","99.7%","24.3%","11,585","93.4%","38.0%","6,602","85.1%","22.7%","","17.0%","11.2%","11.0%","2.0%","","31,039","36,845","30,054","26,395","37,228","41,079","","(X)"
"Kennewick-Pasco-Richland, WA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,385","23.8%","31.9%","36.8%","7.5%","165,030","8.1%","6.5%","24.8%","25.4%","10.5%","15.3%","9.5%","85.4%","24.8%","37,600","82.3%","20.3%","33,293","79.7%","20.1%","65,087","87.8%","27.7%","29,050","90.7%","29.4%","","25.0%","11.4%","9.4%","2.8%","","35,678","20,300","30,834","35,197","58,502","65,059","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,371","29.6%","32.2%","35.4%","2.9%","82,124","8.4%","8.7%","22.5%","24.0%","9.9%","15.4%","11.2%","82.9%","26.5%","19,153","76.0%","19.4%","16,964","77.8%","17.7%","32,574","86.0%","29.4%","13,433","91.5%","40.9%","","19.4%","8.5%","6.5%","3.2%","","46,920","22,132","41,560","46,975","74,841","95,818","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,014","17.4%","31.5%","38.3%","12.8%","82,906","7.8%","4.3%","27.1%","26.7%","11.1%","15.2%","7.8%","87.9%","23.0%","18,447","88.9%","21.2%","16,329","81.7%","22.6%","32,513","89.5%","26.0%","15,617","90.0%","19.4%","","32.6%","13.7%","11.9%","2.3%","","27,551","13,377","21,829","28,261","41,361","52,097","","(X)"
"Key West, FL Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,160","10.0%","41.2%","47.2%","1.6%","57,493","3.1%","6.0%","31.7%","21.6%","7.7%","19.4%","10.4%","90.8%","29.9%","7,927","88.0%","23.6%","9,861","88.9%","28.3%","25,723","94.4%","27.8%","13,982","87.4%","38.3%","","25.0%","11.2%","16.4%","5.7%","","30,277","17,434","26,308","29,400","34,213","61,118","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,314","4.0%","49.9%","46.0%","0.0%","30,831","3.9%","6.0%","33.3%","21.7%","7.2%","16.5%","11.4%","90.1%","27.9%","4,264","83.8%","20.9%","5,304","90.6%","21.1%","13,803","93.6%","23.5%","7,460","86.8%","45.0%","","23.8%","11.8%","14.5%","3.2%","","34,550","19,123","31,101","32,399","46,302","101,683","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,846","17.0%","31.1%","48.5%","3.5%","26,662","2.2%","6.0%","29.8%","21.5%","8.3%","22.8%","9.3%","91.7%","32.1%","3,663","92.8%","26.7%","4,557","86.9%","36.6%","11,920","95.2%","32.8%","6,522","88.1%","30.6%","","26.8%","10.3%","18.4%","8.3%","","22,478","12,745","21,229","24,090","26,747","40,938","","(X)"
"Killeen-Temple-Fort Hood, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
