"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","16,437","8.5%","21.2%","63.4%","6.9%","54,686","5.8%","10.7%","37.9%","22.8%","6.1%","12.1%","4.6%","83.5%","16.7%","11,658","78.7%","15.9%","9,785","89.7%","17.3%","21,826","81.5%","17.6%","11,417","87.0%","15.2%","","17.7%","8.3%","10.1%","9.2%","","31,708","21,303","28,881","33,723","36,864","57,292","","4.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,271","11.4%","32.6%","50.1%","5.9%","33,208","6.6%","14.0%","39.7%","20.4%","6.3%","9.0%","4.1%","79.4%","13.0%","7,514","72.3%","7.2%","6,550","86.3%","9.4%","13,612","78.4%","14.9%","5,532","83.4%","20.6%","","11.1%","4.8%","8.9%","1.7%","","35,160","21,831","30,425","37,917","42,433","39,727","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,166","5.6%","9.6%","76.9%","7.8%","21,478","4.4%","5.8%","35.2%","26.6%","5.7%","16.9%","5.5%","89.8%","22.3%","4,144","90.2%","31.7%","3,235","96.7%","33.1%","8,214","86.5%","22.1%","5,885","90.3%","10.1%","","28.7%","11.1%","11.1%","15.4%","","27,673","20,876","23,622","25,391","32,395","65,807","","(X)"
"Hutchinson, KS Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,219","20.2%","43.5%","34.4%","1.9%","43,057","5.1%","7.8%","28.2%","30.1%","8.8%","13.2%","6.8%","87.1%","20.0%","8,262","81.6%","12.4%","6,444","85.5%","20.3%","16,555","91.0%","21.8%","11,796","86.2%","22.5%","","25.5%","12.1%","12.5%","2.3%","","30,216","21,527","30,397","27,922","40,965","46,730","","7.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,417","25.8%","47.4%","26.8%","0.0%","21,459","4.8%","9.8%","30.9%","29.7%","6.5%","12.9%","5.4%","85.4%","18.3%","4,760","76.3%","6.3%","3,433","82.5%","21.9%","8,059","89.8%","18.0%","5,207","88.8%","27.6%","","17.4%","10.0%","7.0%","1.0%","","34,977","28,918","34,140","32,301","52,558","52,308","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,802","13.5%","38.7%","43.6%","4.2%","21,598","5.4%","5.7%","25.5%","30.5%","11.2%","13.4%","8.1%","88.8%","21.6%","3,502","88.9%","20.8%","3,011","89.0%","18.4%","8,496","92.3%","25.4%","6,589","84.2%","18.5%","","34.5%","14.4%","17.0%","3.5%","","23,850","10,683","22,587","22,856","31,597","44,840","","(X)"
"Idaho Falls, ID Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,641","19.7%","41.6%","37.9%","0.7%","82,928","2.8%","5.4%","30.8%","24.1%","11.4%","17.5%","8.1%","91.8%","25.6%","18,362","93.9%","25.5%","17,557","89.8%","25.4%","30,639","91.3%","27.5%","16,370","92.6%","22.1%","","20.3%","16.5%","9.8%","5.2%","","30,620","20,995","21,846","30,178","38,558","65,826","","8.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,178","19.0%","42.2%","38.8%","0.0%","40,461","3.0%","5.7%","27.8%","24.1%","11.7%","17.2%","10.6%","91.3%","27.7%","8,655","92.2%","27.3%","8,876","90.3%","25.7%","15,351","91.7%","28.4%","7,579","90.8%","29.1%","","14.2%","14.4%","8.0%","4.5%","","41,314","26,680","32,025","42,012","51,730","80,655","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,463","20.5%","40.9%","37.0%","1.5%","42,467","2.6%","5.1%","33.6%","24.1%","11.0%","17.7%","5.8%","92.3%","23.5%","9,707","95.5%","24.0%","8,681","89.4%","25.0%","15,288","90.8%","26.7%","8,791","94.2%","16.1%","","26.5%","18.0%","11.5%","6.1%","","21,010","15,783","14,975","20,693","24,879","49,199","","(X)"
"Indiana, PA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,900","6.7%","21.9%","65.0%","6.3%","56,758","3.7%","7.6%","42.4%","15.0%","7.8%","14.2%","9.4%","88.7%","23.7%","9,253","90.5%","33.2%","9,361","91.5%","30.5%","23,276","90.5%","19.3%","14,868","83.2%","20.2%","","20.1%","9.9%","10.2%","8.4%","","31,085","18,553","26,304","34,045","38,578","61,282","","7.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,562","7.0%","24.2%","63.8%","4.9%","28,298","3.6%","9.0%","40.5%","17.4%","7.1%","12.9%","9.5%","87.4%","22.4%","4,902","87.5%","25.3%","5,070","90.3%","31.8%","11,726","89.4%","16.7%","6,600","81.8%","23.2%","","20.6%","8.1%","10.8%","7.5%","","40,088","20,716","37,072","36,707","41,668","75,383","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,338","6.3%","19.6%","66.3%","7.8%","28,460","3.8%","6.2%","44.2%","12.5%","8.4%","15.6%","9.4%","90.1%","24.9%","4,351","93.9%","42.2%","4,291","92.9%","28.9%","11,550","91.7%","22.1%","8,268","84.3%","17.9%","","19.5%","11.7%","9.4%","9.2%","","23,474","17,222","21,035","28,778","31,036","54,787","","(X)"
"Indianapolis-Carmel-Anderson, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","174,105","20.3%","30.7%","37.7%","11.3%","1,300,319","3.2%","7.7%","28.8%","20.9%","7.6%","20.5%","11.1%","89.0%","31.6%","279,759","88.2%","36.1%","266,861","88.7%","36.8%","509,265","91.0%","30.8%","244,434","86.2%","22.8%","","30.5%","13.3%","10.9%","3.4%","","36,130","19,087","28,440","33,735","47,256","62,886","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","85,934","23.9%","33.3%","33.9%","8.9%","621,116","3.5%","8.1%","29.2%","20.5%","7.1%","20.7%","10.9%","88.4%","31.6%","135,341","87.0%","32.6%","131,954","87.0%","34.8%","248,032","90.3%","30.3%","105,789","87.4%","29.7%","","26.8%","11.2%","7.8%","2.9%","","41,851","21,435","32,200","40,673","59,605","77,699","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","88,171","16.8%","28.2%","41.4%","13.6%","679,203","3.0%","7.4%","28.4%","21.4%","8.2%","20.3%","11.3%","89.6%","31.6%","144,418","89.4%","39.3%","134,907","90.3%","38.7%","261,233","91.7%","31.2%","138,645","85.2%","17.6%","","34.1%","15.1%","13.5%","3.7%","","30,688","15,454","24,317","28,717","40,128","53,241","","(X)"
"Iowa City, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","30,714","6.9%","17.4%","56.2%","19.5%","99,516","2.8%","2.0%","19.6%","18.3%","8.5%","27.9%","20.9%","95.2%","48.8%","24,616","95.7%","60.5%","19,728","96.2%","52.4%","37,056","95.5%","46.0%","18,116","92.5%","34.8%","","10.2%","12.3%","10.5%","7.6%","","41,080","21,009","30,474","35,894","45,445","60,716","","5.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,280","8.3%","17.5%","56.4%","17.8%","49,117","3.2%","1.9%","22.2%","18.9%","7.9%","23.8%","22.1%","95.0%","45.9%","12,533","95.9%","55.1%","10,114","97.0%","46.9%","18,401","94.5%","42.2%","8,069","92.1%","38.9%","","10.1%","11.5%","12.8%","8.1%","","48,787","30,881","32,026","43,539","62,077","76,324","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,434","5.6%","17.2%","56.1%","21.1%","50,399","2.5%","2.2%","17.1%","17.6%","9.0%","31.9%","19.7%","95.3%","51.6%","12,083","95.5%","66.1%","9,614","95.4%","58.1%","18,655","96.6%","49.7%","10,047","92.9%","31.5%","","10.4%","13.3%","8.1%","7.2%","","34,728","13,750","25,656","28,446","40,377","52,279","","(X)"
"Ithaca, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,045","1.9%","16.5%","66.8%","14.8%","59,471","1.8%","3.7%","19.0%","12.6%","10.4%","24.0%","28.4%","94.5%","52.4%","14,847","97.3%","67.2%","9,861","93.6%","53.3%","22,438","95.1%","47.9%","12,325","90.5%","42.1%","","25.3%","15.0%","10.6%","8.9%","","38,812","19,211","27,030","36,490","37,482","53,693","","6.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,427","1.8%","17.8%","67.9%","12.6%","28,951","2.0%","4.6%","20.0%","11.4%","9.2%","22.4%","30.4%","93.4%","52.7%","7,986","95.9%","69.8%","4,911","96.3%","47.6%","10,592","93.8%","46.4%","5,462","86.4%","44.7%","","20.8%","13.9%","6.6%","11.8%","","41,734","36,085","36,237","38,610","44,404","60,456","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,618","2.0%","15.2%","65.8%","17.1%","30,520","1.7%","2.8%","18.1%","13.8%","11.6%","25.6%","26.5%","95.5%","52.1%","6,861","99.1%","64.1%","4,950","91.1%","58.9%","11,846","96.4%","49.3%","6,863","93.7%","40.0%","","31.8%","16.2%","13.8%","6.1%","","35,298","15,084","22,985","32,296","35,661","47,296","","(X)"
"Jackson, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,521","12.9%","28.6%","55.0%","3.4%","109,955","2.6%","7.6%","34.4%","25.6%","9.4%","14.5%","5.9%","89.8%","20.4%","18,987","89.0%","27.1%","19,346","93.5%","25.0%","45,851","90.8%","16.2%","25,771","86.0%","19.6%","","28.4%","13.3%","8.1%","2.5%","","32,293","11,806","27,231","33,137","48,350","55,607","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,450","21.3%","34.8%","40.0%","3.8%","55,937","3.1%","7.6%","34.7%","28.2%","7.6%","13.6%","5.2%","89.3%","18.8%","10,410","91.8%","26.6%","10,566","92.6%","17.0%","23,617","88.9%","15.5%","11,344","84.8%","20.1%","","27.2%","9.8%","4.8%","2.3%","","38,171","17,100","32,035","40,783","52,195","52,256","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,071","4.1%","22.1%","70.9%","3.0%","54,018","1.9%","7.7%","34.1%","22.9%","11.3%","15.5%","6.5%","90.4%","22.1%","8,577","85.7%","27.6%","8,780","94.5%","34.7%","22,234","92.8%","16.9%","14,427","86.9%","19.1%","","29.5%","16.7%","11.4%","2.7%","","29,055","10,756","24,289","30,985","40,090","56,117","","(X)"
"Jackson, MS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","58,378","16.9%","27.3%","46.5%","9.2%","374,375","4.2%","9.2%","24.1%","24.2%","8.9%","17.4%","12.0%","86.6%","29.4%","80,478","89.2%","33.9%","77,978","88.1%","31.5%","143,172","88.9%","28.2%","72,747","77.7%","24.4%","","33.5%","18.7%","12.0%","5.8%","","33,318","20,003","26,327","30,035","42,080","60,023","","5.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,126","19.7%","30.9%","40.6%","8.8%","173,302","4.5%","9.5%","26.8%","24.1%","7.3%","16.9%","10.9%","86.0%","27.8%","38,274","87.5%","26.5%","37,996","86.4%","25.7%","67,152","87.7%","27.5%","29,880","79.5%","32.5%","","26.8%","13.6%","9.3%","5.5%","","39,221","21,815","31,908","36,052","52,175","73,430","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,252","14.1%","23.7%","52.5%","9.7%","201,073","4.0%","8.9%","21.8%","24.3%","10.2%","17.8%","13.0%","87.1%","30.8%","42,204","90.7%","40.7%","39,982","89.8%","37.0%","76,020","89.9%","28.9%","42,867","76.4%","18.8%","","39.1%","23.8%","14.1%","6.1%","","29,860","16,292","20,419","25,722","37,172","52,868","","(X)"
"Jackson, TN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,013","8.1%","35.4%","49.5%","7.0%","85,255","4.7%","8.7%","35.6%","20.0%","7.4%","16.1%","7.6%","86.6%","23.6%","16,554","91.3%","26.0%","15,296","91.0%","28.4%","33,497","87.2%","21.3%","19,908","78.2%","21.9%","","30.7%","22.8%","11.8%","5.0%","","30,962","18,755","26,038","29,249","42,492","41,915","","5.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,061","8.8%","40.0%","46.0%","5.3%","39,911","5.1%","9.5%","39.5%","18.3%","4.5%","16.5%","6.6%","85.5%","23.1%","8,064","87.5%","25.6%","7,255","86.9%","22.3%","16,006","85.0%","19.5%","8,586","83.1%","28.1%","","34.7%","20.8%","6.6%","6.5%","","34,217","22,891","31,060","32,353","52,647","45,797","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,952","7.5%","31.4%","52.6%","8.6%","45,344","4.4%","8.0%","32.1%","21.5%","10.0%","15.6%","8.4%","87.6%","24.0%","8,490","94.9%","26.3%","8,041","94.8%","33.8%","17,491","89.3%","22.9%","11,322","74.5%","17.2%","","26.4%","24.9%","15.0%","3.7%","","26,703","15,651","20,120","25,703","37,933","40,489","","(X)"
"Jacksonville, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","129,650","18.1%","34.4%","39.2%","8.2%","964,903","3.2%","6.9%","28.9%","23.4%","10.2%","18.1%","9.4%","90.0%","27.5%","202,699","92.1%","27.6%","179,098","90.6%","28.8%","381,110","90.3%","26.3%","201,996","86.6%","28.3%","","33.3%","15.9%","10.0%","4.4%","","33,988","18,695","26,998","32,358","47,185","54,837","","11.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","66,767","20.5%","37.0%","36.2%","6.2%","458,762","3.1%","7.5%","29.6%","22.2%","8.9%","18.7%","9.9%","89.3%","28.6%","99,202","90.5%","25.5%","87,366","88.7%","29.8%","182,617","89.7%","26.5%","89,577","88.0%","35.1%","","29.5%","12.0%","7.5%","4.0%","","40,393","20,573","31,602","40,687","60,403","65,954","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62,883","15.6%","31.7%","42.3%","10.4%","506,141","3.2%","6.3%","28.2%","24.4%","11.4%","17.5%","9.0%","90.5%","26.5%","103,497","93.7%","29.7%","91,732","92.4%","27.9%","198,493","90.9%","26.2%","112,419","85.4%","22.9%","","37.2%","19.5%","11.9%","4.8%","","29,601","16,308","21,798","29,067","40,874","46,587","","(X)"
"Jacksonville, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,572","10.9%","44.8%","39.3%","5.1%","99,407","2.7%","7.1%","27.1%","36.3%","7.5%","13.0%","6.4%","90.2%","19.3%","32,847","96.1%","19.7%","22,291","90.2%","20.7%","28,281","88.5%","18.4%","15,988","81.2%","18.3%","","26.7%","16.2%","9.0%","3.9%","","31,483","21,182","30,771","29,232","39,740","48,324","","5.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,426","9.1%","53.7%","34.0%","3.2%","49,625","3.1%","7.5%","29.9%","38.3%","5.7%","10.6%","5.0%","89.4%","15.5%","18,058","96.4%","13.2%","11,078","88.1%","13.6%","13,367","84.7%","17.1%","7,122","83.0%","21.7%","","22.4%","13.5%","6.7%","2.5%","","36,393","25,083","32,481","37,226","52,021","61,110","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,146","15.1%","23.8%","51.7%","9.4%","49,782","2.3%","6.7%","24.3%","34.3%","9.3%","15.3%","7.8%","91.0%","23.1%","14,789","95.9%","27.6%","11,213","92.2%","27.7%","14,914","91.9%","19.6%","8,866","79.8%","15.6%","","31.9%","19.5%","11.2%","4.8%","","26,472","13,625","22,391","21,619","34,463","44,228","","(X)"
"Jamestown-Dunkirk-Fredonia, NY Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
