"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","132,377","16.4%","33.0%","41.6%","9.0%","908,521","3.2%","8.4%","29.6%","22.9%","9.0%","18.6%","8.3%","88.4%","26.9%","181,719","88.0%","26.3%","183,091","92.5%","29.6%","371,440","90.0%","26.4%","172,271","80.9%","25.8%","","27.5%","17.8%","10.0%","2.8%","","33,868","17,402","26,746","32,940","44,552","61,842","","9.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68,558","18.2%","36.4%","37.1%","8.3%","432,867","3.6%","8.5%","29.4%","21.9%","9.2%","18.5%","8.9%","87.9%","27.4%","90,035","87.4%","24.1%","89,217","91.1%","26.7%","178,499","89.0%","27.6%","75,116","82.0%","31.9%","","25.8%","14.3%","8.5%","2.3%","","39,302","20,519","31,693","38,271","55,378","72,259","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63,819","14.5%","29.4%","46.5%","9.6%","475,654","2.8%","8.4%","29.8%","23.8%","8.8%","18.7%","7.8%","88.8%","26.5%","91,684","88.6%","28.5%","93,874","93.9%","32.4%","192,941","90.8%","25.3%","97,155","80.1%","21.0%","","29.2%","20.9%","11.2%","3.3%","","29,860","15,919","22,036","29,376","40,019","51,920","","(X)"
"Jacksonville, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","41,009","6.0%","46.8%","44.8%","2.5%","93,534","2.6%","7.1%","29.5%","30.9%","12.3%","12.7%","4.8%","90.3%","17.5%","30,500","95.2%","19.6%","17,765","95.7%","16.0%","31,168","89.2%","16.5%","14,101","74.9%","17.1%","","24.1%","8.6%","10.9%","9.9%","","29,592","13,316","27,806","31,032","32,000","62,287","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,144","5.2%","56.4%","36.7%","1.7%","45,577","1.8%","7.2%","31.2%","32.3%","9.5%","11.8%","6.2%","91.0%","18.0%","15,964","94.5%","16.3%","8,980","96.2%","17.3%","14,521","90.7%","18.6%","6,112","74.6%","22.0%","","18.9%","6.0%","7.3%","9.7%","","37,370","13,418","34,550","37,082","51,305","58,658","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,865","7.6%","25.8%","62.5%","4.2%","47,957","3.4%","7.0%","28.0%","29.6%","15.0%","13.6%","3.5%","89.6%","17.0%","14,536","96.0%","23.2%","8,785","95.3%","14.8%","16,647","87.9%","14.6%","7,989","75.2%","13.4%","","28.4%","11.2%","13.8%","10.1%","","20,967","12,443","17,757","22,846","25,322","66,113","","(X)"
"Jamestown-Dunkirk-Fredonia, NY Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,254","16.5%","21.2%","58.4%","3.9%","90,592","3.2%","8.8%","35.6%","19.8%","11.7%","11.4%","9.6%","88.0%","20.9%","14,164","87.3%","18.9%","15,033","88.0%","25.9%","38,837","90.9%","22.5%","22,558","83.6%","16.0%","","34.7%","14.4%","13.4%","2.8%","","29,469","17,610","25,463","27,102","39,731","55,203","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,958","22.9%","31.2%","43.9%","2.1%","43,589","3.9%","10.3%","34.7%","20.2%","10.5%","12.4%","8.0%","85.8%","20.4%","7,188","81.0%","15.1%","7,320","85.1%","21.3%","19,417","89.1%","22.8%","9,664","83.1%","18.7%","","31.9%","12.5%","8.4%","3.1%","","35,005","18,764","32,920","31,521","50,864","56,074","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,296","9.5%","10.4%","74.3%","5.8%","47,003","2.5%","7.4%","36.3%","19.5%","12.9%","10.4%","11.0%","90.1%","21.4%","6,976","93.7%","22.8%","7,713","90.7%","30.3%","19,420","92.7%","22.3%","12,894","84.0%","14.0%","","38.3%","16.0%","17.9%","2.5%","","25,117","8,020","17,060","23,121","31,265","50,845","","(X)"
"Janesville, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,773","18.2%","34.0%","44.0%","3.8%","107,045","3.8%","9.3%","36.1%","22.7%","9.7%","12.0%","6.4%","86.9%","18.4%","20,630","86.0%","21.5%","20,463","88.2%","21.9%","44,007","87.9%","16.7%","21,945","84.7%","15.8%","","23.7%","12.9%","8.5%","2.9%","","30,734","20,547","27,325","31,640","40,210","58,207","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,132","27.1%","32.6%","36.9%","3.4%","52,022","3.7%","9.0%","40.0%","21.6%","9.5%","10.9%","5.4%","87.3%","16.4%","10,153","82.4%","16.4%","10,332","90.5%","18.5%","22,047","88.0%","14.3%","9,490","87.6%","18.8%","","18.3%","13.4%","6.9%","3.0%","","36,547","22,960","34,143","38,577","51,621","60,215","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,641","8.7%","35.5%","51.6%","4.2%","55,023","3.9%","9.5%","32.4%","23.8%","9.9%","13.0%","7.4%","86.5%","20.4%","10,477","89.5%","26.5%","10,131","85.8%","25.3%","21,960","87.8%","19.2%","12,455","82.4%","13.5%","","28.4%","12.3%","9.8%","2.8%","","26,953","17,528","23,904","28,856","31,576","56,020","","(X)"
"Jefferson City, MO Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,353","15.7%","28.5%","46.6%","9.2%","101,991","3.5%","6.7%","36.5%","22.2%","5.7%","17.2%","8.1%","89.8%","25.3%","20,943","92.2%","24.4%","19,000","92.6%","27.3%","42,640","90.8%","28.3%","19,408","82.0%","17.8%","","24.7%","9.3%","10.2%","3.9%","","35,073","21,065","30,354","32,409","40,475","49,532","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,064","12.3%","43.3%","36.5%","7.9%","53,005","4.2%","8.6%","35.3%","20.5%","5.5%","17.4%","8.4%","87.2%","25.9%","11,615","88.9%","19.7%","10,233","91.8%","25.1%","22,512","86.6%","30.2%","8,645","80.7%","23.5%","","23.0%","7.4%","5.9%","5.1%","","40,031","26,831","32,167","41,042","46,359","55,449","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,289","18.9%","14.2%","56.4%","10.4%","48,986","2.7%","4.7%","37.8%","24.1%","6.0%","17.0%","7.7%","92.6%","24.7%","9,328","96.3%","30.3%","8,767","93.4%","29.8%","20,128","95.5%","26.1%","10,763","83.1%","13.2%","","27.2%","11.0%","13.9%","2.7%","","30,109","11,235","27,247","23,997","37,581","47,615","","(X)"
"Johnson City, TN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,973","13.0%","30.7%","45.4%","10.8%","139,856","7.0%","8.6%","33.1%","21.6%","6.2%","14.5%","8.9%","84.4%","23.4%","24,062","88.9%","29.1%","26,490","87.7%","30.3%","56,405","86.7%","22.8%","32,899","74.4%","15.0%","","30.4%","19.0%","12.8%","3.8%","","28,456","16,489","20,560","29,588","35,685","51,031","","2.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,700","11.2%","35.3%","42.1%","11.4%","68,218","8.3%","8.9%","32.0%","22.1%","6.3%","13.0%","9.4%","82.8%","22.4%","12,380","83.8%","23.5%","13,370","89.3%","26.8%","27,855","83.4%","20.7%","14,613","74.7%","20.8%","","27.2%","18.9%","12.7%","3.9%","","32,397","16,273","26,299","33,293","51,311","56,702","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,273","14.7%","26.4%","48.5%","10.3%","71,638","5.8%","8.3%","34.2%","21.1%","6.2%","15.9%","8.5%","85.9%","24.4%","11,682","94.2%","34.9%","13,120","86.1%","33.8%","28,550","89.9%","24.8%","18,286","74.1%","10.3%","","34.2%","19.0%","12.8%","3.7%","","24,674","16,919","18,498","25,881","31,630","43,278","","(X)"
"Johnstown, PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,103","8.2%","31.1%","52.2%","8.5%","101,750","3.9%","8.5%","46.8%","15.1%","8.5%","11.6%","5.6%","87.6%","17.3%","14,711","91.9%","20.3%","16,439","94.7%","26.0%","43,455","91.4%","16.9%","27,145","74.9%","10.9%","","23.4%","11.0%","9.8%","5.6%","","29,513","16,372","23,898","30,840","43,906","58,960","","2.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,356","10.5%","35.8%","45.5%","8.2%","49,949","3.5%","8.3%","48.0%","14.3%","7.2%","12.2%","6.3%","88.1%","18.6%","7,654","90.3%","16.7%","8,606","92.8%","22.4%","22,407","91.1%","19.7%","11,282","77.1%","14.8%","","21.9%","11.4%","8.6%","5.5%","","34,649","21,171","29,655","40,505","50,829","69,444","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,747","5.7%","26.0%","59.4%","8.9%","51,801","4.2%","8.7%","45.6%","15.8%","9.8%","11.1%","4.9%","87.1%","16.0%","7,057","93.7%","24.2%","7,833","96.8%","30.0%","21,048","91.6%","13.9%","15,863","73.3%","8.1%","","24.7%","10.6%","10.8%","5.8%","","24,671","11,613","16,929","26,503","35,092","55,979","","(X)"
"Jonesboro, AR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,313","12.1%","27.3%","52.9%","7.7%","76,701","6.7%","9.8%","33.7%","23.0%","4.8%","13.4%","8.5%","83.5%","21.9%","17,831","92.5%","25.0%","14,516","83.9%","29.5%","28,824","83.4%","20.5%","15,530","73.0%","13.9%","","24.6%","21.6%","18.5%","2.9%","","27,751","16,710","21,126","30,099","33,889","60,751","","2.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,006","17.0%","31.8%","48.9%","2.3%","36,569","5.7%","12.0%","36.1%","19.3%","3.2%","15.7%","8.0%","82.4%","23.7%","8,588","91.5%","23.3%","7,272","80.0%","30.5%","14,250","79.8%","22.5%","6,459","78.4%","19.4%","","16.5%","18.9%","10.2%","3.9%","","31,531","21,434","25,348","35,651","34,063","81,236","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,307","5.9%","21.5%","57.9%","14.6%","40,132","7.6%","7.9%","31.6%","26.4%","6.3%","11.3%","9.0%","84.5%","20.3%","9,243","93.3%","26.6%","7,244","87.9%","28.6%","14,574","86.8%","18.6%","9,071","69.1%","9.9%","","33.3%","24.5%","23.6%","1.8%","","24,342","8,292","16,825","22,417","33,283","55,195","","(X)"
"Joplin, MO Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,569","20.8%","27.0%","44.9%","7.3%","115,027","5.8%","10.9%","31.7%","23.2%","7.4%","14.7%","6.4%","83.3%","21.0%","22,607","86.0%","28.6%","21,509","86.9%","23.2%","45,352","84.5%","20.5%","25,559","75.7%","13.3%","","19.1%","14.5%","9.2%","4.0%","","30,181","18,518","24,396","31,285","38,122","41,360","","5.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,890","21.3%","30.5%","41.0%","7.2%","55,508","5.6%","11.6%","31.7%","22.5%","6.7%","14.8%","7.2%","82.9%","21.9%","11,690","83.7%","24.3%","10,643","88.4%","26.3%","22,186","83.1%","21.2%","10,989","76.1%","16.8%","","20.4%","11.4%","6.4%","5.0%","","36,287","24,734","31,525","38,240","51,267","57,070","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,679","20.3%","23.5%","48.9%","7.3%","59,519","6.1%","10.2%","31.6%","23.9%","8.1%","14.6%","5.6%","83.7%","20.1%","10,917","88.5%","33.3%","10,866","85.4%","20.1%","23,166","85.9%","19.9%","14,570","75.4%","10.7%","","17.7%","17.3%","11.6%","3.0%","","23,135","12,096","17,874","23,121","32,384","38,479","","(X)"
"Kahului-Wailuku, HI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,729","9.2%","43.0%","44.9%","3.0%","109,245","4.8%","4.4%","30.1%","24.4%","8.9%","18.0%","9.4%","90.8%","27.4%","21,242","94.0%","28.4%","21,012","96.2%","27.0%","45,804","93.5%","29.0%","21,187","76.2%","23.3%","","9.6%","13.1%","12.0%","4.0%","","34,803","28,020","30,851","32,240","42,660","47,790","","5.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,084","6.4%","53.3%","37.8%","2.5%","54,292","4.0%","4.5%","34.1%","23.7%","8.6%","17.9%","7.2%","91.4%","25.1%","11,067","92.9%","19.5%","10,701","97.2%","20.0%","23,098","92.8%","28.3%","9,426","79.9%","29.2%","","11.1%","10.4%","11.5%","4.4%","","39,429","31,960","36,172","40,311","47,440","61,415","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,645","12.2%","31.9%","52.5%","3.4%","54,953","5.6%","4.3%","26.0%","25.2%","9.2%","18.1%","11.6%","90.1%","29.7%","10,175","95.2%","38.0%","10,311","95.2%","34.3%","22,706","94.2%","29.6%","11,761","73.1%","18.6%","","8.3%","16.5%","12.4%","3.5%","","29,572","20,387","26,909","25,559","41,148","42,785","","(X)"
"Kalamazoo-Portage, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,468","11.7%","25.2%","53.3%","9.7%","206,718","3.1%","6.1%","27.1%","25.6%","8.8%","18.3%","11.0%","90.8%","29.3%","40,817","91.8%","28.7%","38,970","92.1%","34.6%","84,748","91.6%","29.5%","42,183","87.1%","24.7%","","39.6%","17.4%","15.0%","4.2%","","32,350","16,886","23,348","29,291","46,434","60,913","","2.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,173","11.2%","25.7%","57.5%","5.7%","98,417","3.3%","6.8%","27.1%","25.0%","7.2%","18.8%","11.8%","89.9%","30.6%","19,716","90.1%","29.2%","19,574","90.6%","30.4%","41,314","89.9%","30.1%","17,813","88.9%","33.3%","","35.6%","15.7%","14.1%","4.5%","","39,506","21,971","28,231","37,619","55,608","75,651","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,295","12.2%","24.7%","48.9%","14.2%","108,301","3.0%","5.4%","27.1%","26.2%","10.3%","17.9%","10.3%","91.7%","28.2%","21,101","93.5%","28.1%","19,396","93.7%","38.9%","43,434","93.3%","29.0%","24,370","85.7%","18.3%","","44.1%","19.0%","15.7%","3.8%","","25,991","15,033","19,866","22,157","35,520","50,098","","(X)"
"Kalispell, MT Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,121","10.1%","40.5%","46.4%","3.0%","63,192","1.2%","6.5%","32.5%","23.0%","8.3%","19.3%","9.2%","92.3%","28.5%","10,465","95.0%","36.3%","10,121","98.1%","33.7%","28,844","91.5%","24.1%","13,762","87.6%","27.9%","","13.6%","9.9%","11.1%","3.7%","","26,847","21,241","22,379","27,392","36,247","43,316","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,178","13.4%","38.9%","47.7%","0.0%","31,485","1.3%","9.0%","32.6%","19.4%","7.6%","19.7%","10.4%","89.7%","30.1%","5,276","97.4%","39.6%","5,150","98.7%","29.7%","14,353","86.9%","24.0%","6,706","82.7%","35.9%","","2.1%","7.5%","7.7%","2.3%","","31,807","21,770","30,417","34,232","37,342","42,788","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
