"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,324","23.5%","41.1%","32.5%","3.0%","243,164","4.8%","10.4%","38.5%","21.9%","8.2%","10.8%","5.5%","84.8%","16.3%","31,299","77.1%","11.6%","36,444","84.4%","13.8%","89,619","88.1%","19.1%","85,802","84.4%","16.1%","","30.5%","17.2%","10.3%","8.9%","","25,217","16,800","24,415","23,144","36,329","56,167","","6.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,121","23.4%","47.5%","27.8%","1.3%","114,445","5.3%","11.2%","38.9%","20.8%","6.4%","10.6%","6.8%","83.5%","17.4%","15,243","74.1%","8.3%","17,569","82.6%","13.2%","41,835","86.9%","21.0%","39,798","83.9%","19.1%","","23.8%","15.8%","10.2%","6.7%","","28,753","17,679","27,712","29,156","40,682","70,285","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,203","23.5%","34.7%","37.2%","4.6%","128,719","4.4%","9.6%","38.1%","22.8%","9.8%","10.9%","4.3%","86.0%","15.2%","16,056","79.9%","14.7%","18,875","86.0%","14.3%","47,784","89.1%","17.4%","46,004","84.9%","13.5%","","37.4%","18.4%","10.3%","11.2%","","22,582","15,966","22,022","21,267","35,425","51,422","","(X)"
"Ocean City, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,409","12.9%","37.2%","43.9%","6.0%","71,708","3.8%","6.2%","37.2%","19.0%","6.4%","17.7%","9.7%","90.0%","27.4%","9,178","91.4%","26.2%","10,638","90.0%","29.8%","30,470","93.2%","30.6%","21,422","84.7%","22.1%","","15.5%","8.5%","7.8%","3.6%","","35,396","15,647","29,356","31,364","48,113","79,073","","2.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,031","17.0%","37.4%","41.9%","3.6%","34,059","4.0%","7.9%","36.0%","17.3%","6.2%","18.0%","10.5%","88.1%","28.5%","5,188","93.9%","23.3%","5,251","84.4%","26.2%","14,429","90.0%","30.6%","9,191","83.7%","29.5%","","11.8%","10.7%","3.2%","3.3%","","46,180","22,930","47,699","41,846","55,243","88,426","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,378","7.9%","36.9%","46.4%","8.9%","37,649","3.5%","4.7%","38.2%","20.6%","6.5%","17.4%","9.0%","91.7%","26.4%","3,990","88.1%","30.0%","5,387","95.5%","33.2%","16,041","96.1%","30.7%","12,231","85.5%","16.6%","","20.6%","6.6%","11.3%","4.0%","","28,406","7,359","22,116","26,548","44,482","75,308","","(X)"
"Odessa, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,421","32.5%","31.6%","29.7%","6.2%","81,793","14.1%","13.1%","29.2%","24.5%","5.9%","9.4%","3.7%","72.7%","13.2%","19,493","79.7%","12.8%","15,997","81.0%","11.5%","32,622","69.3%","14.0%","13,681","61.4%","13.5%","","23.5%","12.0%","10.8%","4.3%","","30,642","18,985","30,327","31,076","42,372","47,057","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,798","34.4%","35.3%","27.2%","3.1%","39,541","15.6%","13.7%","29.5%","23.8%","4.6%","9.8%","3.0%","70.7%","12.8%","9,713","75.0%","8.3%","7,995","82.4%","8.9%","15,892","65.8%","16.9%","5,941","61.4%","14.7%","","19.0%","9.2%","9.0%","0.0%","","39,868","25,835","33,935","42,823","62,517","71,684","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,623","30.5%","27.8%","32.3%","9.5%","42,252","12.8%","12.6%","28.9%","25.2%","7.0%","9.1%","4.4%","74.6%","13.5%","9,780","84.4%","17.2%","8,002","79.7%","14.1%","16,730","72.7%","11.4%","7,740","61.4%","12.7%","","28.3%","14.7%","12.2%","8.1%","","21,893","12,084","19,286","25,541","40,642","43,768","","(X)"
"Ogden-Clearfield, UT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","53,562","16.0%","32.9%","46.0%","5.1%","319,078","2.3%","4.8%","24.9%","27.6%","10.3%","20.9%","9.2%","92.9%","30.1%","86,568","94.0%","28.9%","67,700","92.2%","33.5%","115,069","94.3%","31.2%","49,741","89.0%","25.1%","","23.6%","9.6%","7.1%","3.8%","","35,694","21,745","28,169","32,007","45,452","64,072","","2.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,586","17.7%","36.0%","44.3%","2.0%","157,555","2.2%","4.5%","22.8%","26.3%","9.1%","22.8%","12.3%","93.3%","35.1%","43,748","94.7%","29.1%","33,563","91.5%","38.0%","57,565","94.6%","37.9%","22,679","90.1%","35.1%","","20.3%","9.3%","5.7%","3.3%","","46,223","26,603","35,750","41,890","58,355","74,807","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,976","14.2%","29.6%","47.8%","8.4%","161,523","2.4%","5.1%","27.0%","28.9%","11.4%","19.1%","6.2%","92.5%","25.3%","42,820","93.2%","28.8%","34,137","92.9%","29.0%","57,504","93.9%","24.5%","27,062","88.1%","16.8%","","26.4%","9.8%","8.2%","4.4%","","24,650","16,431","21,832","23,359","26,928","52,394","","(X)"
"Ogdensburg-Massena, NY Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,478","9.8%","26.8%","57.2%","6.1%","71,126","4.9%","8.6%","35.3%","17.8%","11.6%","11.5%","10.4%","86.6%","21.9%","12,383","84.1%","21.9%","13,247","91.6%","21.6%","30,058","91.3%","22.8%","15,438","75.0%","20.2%","","26.6%","15.0%","12.6%","3.3%","","31,048","12,425","24,600","30,066","48,039","55,796","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,352","13.6%","32.6%","49.3%","4.5%","35,437","5.0%","9.5%","37.9%","16.2%","11.3%","10.3%","9.9%","85.5%","20.1%","6,630","80.1%","16.7%","6,932","91.4%","16.6%","15,100","87.4%","21.3%","6,775","80.6%","24.5%","","30.1%","14.1%","12.2%","3.6%","","36,879","17,077","32,085","35,847","51,479","68,201","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,126","5.5%","20.2%","66.4%","8.0%","35,689","4.8%","7.6%","32.8%","19.4%","11.9%","12.7%","10.8%","87.6%","23.6%","5,753","88.7%","27.8%","6,315","91.9%","27.1%","14,958","95.2%","24.4%","8,663","70.6%","16.8%","","23.3%","16.1%","12.9%","3.1%","","22,927","6,709","17,976","22,123","43,860","51,636","","(X)"
"Oklahoma City, OK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","133,773","16.1%","29.6%","46.5%","7.9%","809,704","4.8%","7.7%","27.5%","26.2%","6.2%","18.2%","9.4%","87.5%","27.6%","186,487","87.8%","28.7%","156,290","87.1%","29.2%","318,621","89.6%","28.5%","148,306","83.1%","22.6%","","25.4%","14.7%","10.0%","3.4%","","31,447","17,649","25,221","30,495","41,762","55,503","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68,220","18.4%","32.2%","44.0%","5.3%","391,007","5.0%","7.4%","28.1%","25.3%","5.4%","18.7%","10.1%","87.6%","28.8%","93,797","88.4%","28.0%","78,753","86.0%","27.3%","154,246","89.1%","29.8%","64,211","84.7%","29.5%","","21.6%","13.6%","7.1%","2.9%","","37,010","21,421","28,362","36,579","51,612","71,028","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65,553","13.6%","26.8%","49.1%","10.6%","418,697","4.6%","8.0%","26.9%","27.0%","7.0%","17.8%","8.7%","87.4%","26.5%","92,690","87.1%","29.5%","77,537","88.2%","31.1%","164,375","90.0%","27.3%","84,095","81.9%","17.4%","","28.8%","15.7%","12.4%","3.9%","","26,086","12,589","20,093","23,631","36,431","45,488","","(X)"
"Olean, NY Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,731","18.0%","14.9%","59.8%","7.3%","54,092","4.3%","7.9%","39.1%","19.4%","10.3%","10.3%","8.6%","87.8%","18.9%","8,215","93.6%","22.0%","9,674","90.2%","22.5%","23,906","88.1%","18.8%","12,297","81.5%","14.4%","","24.3%","13.8%","8.1%","3.1%","","27,871","21,700","21,777","31,028","37,000","46,910","","3.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,145","25.5%","16.6%","54.3%","3.6%","26,400","4.5%","8.9%","37.9%","20.6%","9.7%","10.8%","7.7%","86.6%","18.5%","4,014","94.8%","23.9%","4,682","90.2%","18.1%","12,254","84.8%","17.6%","5,450","81.6%","16.5%","","24.5%","11.9%","6.4%","5.1%","","35,709","25,249","30,527","36,429","45,571","47,038","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,586","9.4%","12.9%","66.2%","11.5%","27,692","4.0%","7.0%","40.3%","18.3%","11.0%","9.9%","9.6%","89.0%","19.4%","4,201","92.6%","20.1%","4,992","90.3%","26.7%","11,652","91.6%","20.0%","6,847","81.4%","12.8%","","24.0%","15.5%","9.8%","1.2%","","22,461","11,672","16,082","26,707","27,281","46,574","","(X)"
"Olympia, WA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,038","13.2%","29.5%","50.7%","6.6%","170,827","1.8%","4.1%","25.7%","26.8%","10.4%","19.4%","11.7%","94.1%","31.1%","34,101","93.9%","27.9%","32,740","96.2%","30.3%","71,292","95.7%","33.9%","32,694","88.6%","29.2%","","16.5%","7.4%","6.5%","2.7%","","40,398","25,429","31,978","37,360","48,772","69,091","","2.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,768","15.4%","28.9%","50.4%","5.4%","81,555","1.5%","3.9%","26.9%","26.2%","8.7%","20.6%","12.2%","94.6%","32.8%","16,776","92.3%","25.1%","16,253","95.4%","27.2%","33,885","97.0%","37.5%","14,641","90.8%","36.8%","","11.9%","6.6%","5.2%","1.8%","","48,649","26,039","44,468","42,845","60,833","72,427","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,270","11.2%","30.1%","51.0%","7.8%","89,272","2.1%","4.3%","24.5%","27.4%","12.0%","18.4%","11.2%","93.6%","29.6%","17,325","95.4%","30.7%","16,487","96.9%","33.3%","37,407","94.6%","30.7%","18,053","86.9%","23.0%","","19.9%","8.2%","7.5%","3.7%","","32,878","16,693","24,761","31,769","40,342","56,933","","(X)"
"Omaha-Council Bluffs, NE-IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","84,247","14.6%","26.4%","47.6%","11.4%","557,827","3.6%","5.2%","25.5%","24.7%","8.0%","22.6%","10.4%","91.2%","33.0%","125,104","91.2%","38.0%","113,888","91.3%","39.1%","221,989","94.1%","32.9%","96,846","84.4%","19.7%","","27.6%","10.4%","8.2%","2.4%","","35,239","17,807","26,840","31,507","43,172","60,903","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,953","17.9%","28.5%","43.7%","10.0%","269,495","3.8%","5.7%","24.7%","24.2%","8.3%","22.3%","11.2%","90.6%","33.4%","62,521","89.7%","34.0%","57,343","89.9%","37.2%","107,985","93.7%","34.8%","41,646","84.7%","23.8%","","23.9%","8.5%","7.0%","2.4%","","41,419","20,871","32,118","39,724","54,120","77,713","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","41,294","11.2%","24.2%","51.7%","12.9%","288,332","3.4%","4.8%","26.3%","25.1%","7.7%","22.8%","9.8%","91.8%","32.6%","62,583","92.6%","41.9%","56,545","92.7%","41.0%","114,004","94.5%","31.1%","55,200","84.3%","16.5%","","31.5%","12.0%","9.4%","2.5%","","29,923","15,772","21,770","26,481","36,880","51,188","","(X)"
"Opelousas-Eunice, LA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,804","29.8%","50.1%","19.1%","1.0%","52,789","10.7%","13.4%","36.6%","18.6%","5.9%","9.9%","4.9%","75.9%","14.8%","9,622","78.1%","14.1%","9,548","83.8%","17.8%","22,146","77.8%","12.7%","11,473","64.1%","16.9%","","36.0%","22.7%","15.3%","4.6%","","31,515","15,788","29,354","35,372","45,799","49,898","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,097","34.7%","53.1%","10.3%","1.9%","24,299","11.9%","15.4%","35.6%","19.6%","4.2%","9.0%","4.3%","72.7%","13.3%","4,516","77.4%","10.7%","4,327","81.8%","9.0%","10,659","72.4%","12.1%","4,797","60.6%","22.1%","","28.9%","16.3%","10.8%","5.9%","","40,711","19,324","40,154","46,291","66,158","60,082","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,707","24.3%","46.9%","28.8%","0.0%","28,490","9.6%","11.7%","37.5%","17.8%","7.3%","10.7%","5.3%","78.7%","16.1%","5,106","78.7%","17.0%","5,221","85.4%","25.0%","11,487","82.7%","13.2%","6,676","66.6%","13.2%","","43.7%","27.8%","19.0%","3.6%","","21,770","10,457","19,249","21,837","40,796","46,513","","(X)"
"Orangeburg, SC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,319","17.5%","26.8%","50.2%","5.5%","59,312","8.0%","17.0%","34.3%","14.9%","6.8%","10.6%","8.3%","75.0%","19.0%","10,066","72.8%","24.6%","10,229","83.2%","23.5%","25,105","80.1%","19.1%","13,912","61.1%","11.3%","","43.3%","20.4%","17.7%","2.0%","","25,204","17,146","18,852","27,538","26,014","46,329","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,213","20.9%","22.1%","53.5%","3.5%","26,744","8.8%","18.6%","36.7%","16.9%","6.8%","7.8%","4.4%","72.5%","12.1%","4,744","68.7%","6.8%","4,669","77.0%","18.1%","11,580","78.9%","13.7%","5,751","59.2%","8.6%","","37.4%","13.2%","10.5%","1.2%","","30,921","25,472","23,553","35,208","36,510","50,652","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,106","14.6%","30.8%","47.3%","7.2%","32,568","7.4%","15.7%","32.3%","13.3%","6.7%","13.0%","11.6%","76.9%","24.6%","5,322","76.5%","40.4%","5,560","88.3%","28.1%","13,525","81.2%","23.7%","8,161","62.5%","13.2%","","49.1%","27.0%","24.6%","2.2%","","20,055","13,535","13,534","21,703","19,514","45,472","","(X)"
"Orlando-Kissimmee-Sanford, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","236,014","15.7%","26.3%","47.8%","10.1%","1,404,520","4.6%","8.3%","28.1%","21.7%","9.3%","18.8%","9.3%","87.1%","28.1%","296,192","89.0%","29.9%","301,126","89.6%","31.4%","542,143","88.6%","28.4%","265,059","79.3%","21.6%","","22.9%","13.5%","10.4%","5.0%","","29,501","17,896","23,540","27,852","41,353","53,414","","8.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","119,944","18.5%","29.1%","43.5%","8.8%","672,513","4.6%","9.0%","28.1%","21.3%","8.5%","18.7%","9.7%","86.4%","28.4%","148,273","87.2%","24.2%","147,372","88.1%","30.1%","260,321","88.0%","29.9%","116,547","79.9%","28.5%","","22.2%","13.0%","8.8%","4.4%","","32,390","19,829","26,000","32,233","50,638","67,202","","(X)"
