"id","state_abbr","year","offense_code","offense_name","agencies","population","total_male","total_female","m_18","m_19","m_20","m_21","m_22","m_23","m_24","m_25_29","m_30_34","m_35_39","m_40_44","m_45_49","m_50_54","m_55_59","m_60_64","m_65p","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25_29","f_30_34","f_35_39","f_40_44","f_45_49","f_50_54","f_55_59","f_60_64","f_65p","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
434,,1995,"ASR_HOM","Murder and Nonnegligent Homicide",10046,206783051,13715,1519,1405,1257,1110,953,862,720,727,2272,1497,1097,726,420,247,189,97,136,71,71,78,66,52,54,63,273,268,197,144,86,40,26,10,20,9741,206316831,6582,8325,187,120
435,,1995,"ASR_LIQ","Liquor Laws",10046,206783051,302819,58833,48051,46429,39548,13091,10192,8607,7911,29928,27909,24929,18526,12291,7050,4114,2245,1998,13184,11647,8869,2060,1384,1279,1164,4624,4809,4121,2723,1424,704,393,235,213,9741,206316831,276383,73603,2434,7705
436,,1995,"ASR_LRC","Larceny",10046,206783051,549367,274150,45391,33802,26020,21506,19096,18622,19376,88660,92951,78406,50960,26401,12061,6423,3801,5891,19663,15739,13206,11383,10575,10471,10619,47969,47307,36521,22142,11950,6481,3519,2430,4175,9741,206316831,502260,301776,10512,7855
437,,1995,"ASR_MAN","Manslaughter by Negligence",10046,206783051,1224,214,73,70,68,71,62,59,56,216,181,138,68,67,28,33,16,18,9,11,10,17,7,9,7,30,45,27,21,9,5,3,1,3,9741,206316831,1086,314,18,18
438,,1995,"ASR_MVT","Motor Vehicle Theft",10046,206783051,82407,11557,10671,7775,5875,4835,4160,3822,3678,14683,11877,7731,4095,1867,700,335,173,130,934,682,613,537,539,525,562,2548,2250,1373,614,250,65,33,11,21,9741,206316831,53746,37766,1601,774
439,,1995,"ASR_OTH","All Other Offenses",10046,206783051,2200678,480002,107433,110337,106905,103935,98886,95804,95811,398789,376145,301691,189296,105667,52024,27226,15058,15671,18764,19343,19527,19090,19154,19760,21073,96470,96706,72831,40127,19329,8414,4012,2169,3233,9741,206316831,1657072,965892,26507,27206
440,,1995,"ASR_PRS","Prostitution and Commercialized Vice",10046,206783051,35191,55842,522,653,848,994,1110,1195,1382,6960,6969,5588,3557,2315,1318,762,443,575,1008,1391,1418,1683,1830,2047,2256,13457,15007,9940,4118,1274,287,83,26,17,9741,206316831,53845,35210,1518,448
441,,1995,"ASR_ROB","Robbery",10046,206783051,89094,9243,10535,8100,6421,5154,4614,4157,4038,16622,13619,8711,4255,1718,651,246,122,131,682,534,478,388,372,406,422,2004,1889,1253,531,186,51,16,10,21,9741,206316831,38085,58724,1028,466
442,,1995,"ASR_RPE","Rape",10046,206783051,23305,241,1238,1162,1054,985,916,916,867,4266,4199,3289,1903,1105,613,337,211,244,4,10,6,8,9,15,8,42,51,42,28,10,3,3,,2,9741,206316831,13033,9959,257,239
443,,1995,"ASR_SEX","Sex Offenses",10046,206783051,58663,5149,2019,1891,1868,1768,1749,1688,1766,8884,10250,8983,6352,4199,2674,1722,1172,1678,189,192,193,204,210,206,230,1100,1138,748,423,194,65,29,8,20,9741,206316831,47832,14409,796,698
444,,1995,"ASR_STP","Stolen Property",10046,206783051,84003,14646,8835,7110,5635,4756,4161,3707,3742,14729,12464,9079,5229,2439,1094,554,246,223,996,854,716,653,659,683,697,2998,2849,1915,946,394,150,63,38,35,9741,206316831,57064,39825,971,620
445,,1995,"ASR_SUS","Suspicion",10046,206783051,6490,1092,310,279,273,244,246,262,279,1066,1226,1065,645,334,132,69,32,28,40,34,28,37,39,39,43,228,244,190,102,42,15,6,4,1,9741,206316831,3521,4012,14,29
446,,1995,"ASR_VAG","Vagrancy",10046,206783051,14348,3721,1116,869,718,596,444,468,414,1868,2209,2173,1534,867,575,198,159,140,137,144,113,100,109,117,143,910,811,617,321,105,47,18,14,15,9741,206316831,9191,8363,62,450
447,,1995,"ASR_VAN","Vandalism",10046,206783051,120001,22559,13077,9399,7253,6703,5832,5359,5278,20845,18412,13154,7376,3591,1757,843,514,608,1462,1157,1086,1002,960,970,1098,4549,4230,3088,1514,799,293,150,67,134,9741,206316831,95413,43758,1393,1844
448,,1995,"ASR_WEAP","Weapons",10046,206783051,140545,11986,12750,10793,9397,8582,7695,7078,6438,23444,18759,14030,9024,5528,3010,1743,1106,1168,636,507,501,489,466,531,521,2223,2250,1767,1032,483,282,126,78,94,9741,206316831,86783,63156,1564,877
393,,1994,"ASR_ARSON","Arson",10713,208091172,6151,1308,470,443,301,247,222,235,209,950,973,836,536,317,192,78,72,70,59,44,33,36,37,28,36,224,284,227,125,90,47,22,8,8,10282,207684879,5145,2174,58,69
394,,1994,"ASR_AST","Aggravated Assault",10713,208091172,318690,61772,15348,14721,13792,14015,13787,14128,13529,60010,57552,43274,26277,14633,7604,4360,2563,3097,2562,2377,2374,2517,2569,2657,2701,12388,12833,9080,4934,2393,1168,567,307,345,10282,207684879,226442,146541,3681,3409
395,,1994,"ASR_AST_SMP","Simple Assault",10713,208091172,682479,140375,25094,25764,25349,27681,29194,30235,30310,135247,133394,98486,57841,30646,15506,7895,4687,5150,6206,6035,5716,6074,6195,6424,6279,28717,28020,19792,10250,5210,2536,1304,739,878,10282,207684879,522155,281830,7523,9981
396,,1994,"ASR_BRG","Burglary",10713,208091172,182570,22459,18855,14731,10826,9286,8544,8362,7414,33552,31091,21234,11013,4544,1747,696,303,372,1468,1246,1051,995,993,946,1006,4667,4531,2958,1449,647,278,112,52,60,10282,207684879,130953,70506,1813,1513
397,,1994,"ASR_DIS","Disorderly Conduct",10713,208091172,371266,93919,25613,22735,20440,21916,19677,18769,16885,63336,58006,43818,26764,15061,8163,4375,2626,3082,5135,4530,4301,4464,4220,4528,4172,18648,18309,12619,6578,3126,1528,718,469,574,10282,207684879,302790,153037,2336,6288
398,,1994,"ASR_DRG","Drug Abuse Violations",10713,208091172,820403,169030,54444,52161,45842,42451,39728,38904,36796,154066,144076,105384,60012,27298,11025,4596,2001,1619,5888,5788,5667,5789,5981,6689,7176,36665,39888,27993,13515,5154,1760,584,273,220,10282,207684879,599732,379792,5193,3945
399,,1994,"ASR_DRK","Drunkenness",10713,208091172,493580,63978,11619,12883,13613,17577,17165,16976,16675,76315,86909,78298,57773,36367,22815,12970,8025,7600,1229,1238,1264,1720,1840,1992,1955,10876,14659,12173,7479,3864,1864,837,496,492,10282,207684879,448231,94757,1816,12457
400,,1994,"ASR_DUI","Drive Under the Influence",10713,208091172,959693,158740,14428,20633,25248,35621,37583,40380,39881,175945,176418,141805,98875,63858,38661,22500,13894,13963,2019,2778,3375,5067,5385,6010,5922,28964,34298,27361,17244,9978,5103,2498,1355,1383,10282,207684879,956713,119056,11677,15271
401,,1994,"ASR_EMB","Embezzlement",10713,208091172,6327,4512,323,316,315,282,317,284,306,1186,1052,779,498,315,176,83,44,51,254,317,284,275,238,216,214,858,668,520,308,198,84,41,18,19,10282,207684879,7078,3575,139,43
402,,1994,"ASR_FAM","Offenses Against the Family and Children",10713,208091172,69817,17589,1575,1732,1872,2124,2287,2574,2791,13284,15151,12047,7329,3690,1678,815,451,417,438,460,494,601,620,675,663,3359,4042,3326,1522,717,286,175,82,129,10282,207684879,55520,28667,1563,1140
403,,1994,"ASR_FOR","Forgery and Counterfeiting",10713,208091172,55551,30766,2783,3085,2862,2659,2691,2622,2598,11141,10165,7340,3968,1949,861,392,208,227,1442,1464,1475,1522,1442,1482,1504,6733,6113,3926,2126,911,367,149,50,60,10282,207684879,53782,30789,1186,468
404,,1994,"ASR_FRD","Fraud",10713,208091172,187220,125696,6010,7667,8015,8097,8355,8462,8513,36665,33831,26100,16634,9325,4677,2276,1273,1320,2981,4258,5206,5497,5831,6323,6117,26503,23752,17333,10851,5886,2609,1168,630,751,10282,207684879,196121,112595,2277,1478
405,,1994,"ASR_GAM","Gambling",10713,208091172,12092,2269,502,509,503,422,356,374,336,1476,1525,1401,1246,971,797,616,529,529,30,32,30,44,33,59,53,295,355,376,317,221,173,110,73,68,10282,207684879,7502,6138,678,41
406,,1994,"ASR_HOM","Murder and Nonnegligent Homicide",10713,208091172,13771,1656,1371,1334,1149,1017,860,732,636,2202,1587,1108,719,458,231,145,98,124,51,86,66,82,83,72,71,342,264,236,140,75,42,19,15,12,10282,207684879,6524,8597,176,110
407,,1994,"ASR_LIQ","Liquor Laws",10713,208091172,276722,56916,47839,48930,39857,12650,9729,8232,6975,24841,22996,19408,14008,8778,5401,3338,1934,1806,12894,11826,8942,2150,1524,1312,1082,4356,4459,3590,2162,1225,645,332,184,233,10282,207684879,269750,52539,2274,7973
408,,1994,"ASR_LRC","Larceny",10713,208091172,546097,280221,44008,34277,26055,22500,20464,20520,19530,89929,93410,74440,47773,24357,11760,6400,4129,6545,19019,15619,13547,12079,11589,11485,11190,50499,48556,35654,20969,11849,6611,3888,2739,4928,10282,207684879,510632,297057,10003,7884
409,,1994,"ASR_MAN","Manslaughter by Negligence",10713,208091172,1222,185,65,62,58,53,58,47,52,245,193,148,78,64,41,17,11,30,9,9,11,7,9,9,11,29,36,25,12,5,3,3,1,6,10282,207684879,1104,270,12,20
410,,1994,"ASR_MVT","Motor Vehicle Theft",10713,208091172,82867,10313,10835,8036,5971,5036,4492,4162,3736,14904,11815,7258,3674,1654,685,283,124,202,890,696,559,491,507,485,493,2281,2022,1097,474,196,78,22,10,12,10282,207684879,54232,36727,1455,699
411,,1994,"ASR_OTH","All Other Offenses",10713,208091172,2236508,471879,106769,113653,109348,107252,103613,102882,99314,415044,390070,296311,184329,99856,51332,26704,14597,15434,18378,19211,19150,19608,20028,20715,20818,96165,95505,69398,37519,17862,8356,3893,2235,3038,10282,207684879,1665327,991739,23801,25427
412,,1994,"ASR_PRS","Prostitution and Commercialized Vice",10713,208091172,32993,52824,511,669,885,1033,1133,1307,1412,6679,6604,4854,3218,1913,1155,703,428,489,806,1231,1390,1696,1820,2194,2463,13342,14110,8674,3637,1049,275,83,31,23,10282,207684879,53167,30540,1538,487
413,,1994,"ASR_ROB","Robbery",10713,208091172,90783,9295,10048,8172,6371,5571,4981,4707,4314,17636,13945,8452,3924,1586,606,228,106,136,632,544,451,391,423,439,439,2107,1903,1186,516,160,54,29,12,9,10282,207684879,37970,60460,1042,520
414,,1994,"ASR_RPE","Rape",10713,208091172,24801,238,1212,1158,1151,1063,984,1098,995,4641,4592,3360,2014,1110,617,335,217,254,12,13,10,5,10,10,7,50,47,37,16,15,5,,,1,10282,207684879,14084,10376,286,271
415,,1994,"ASR_SEX","Sex Offenses",10713,208091172,61882,5803,2016,1940,1847,1867,1961,1978,1901,9776,11005,9141,6327,4311,2798,1821,1325,1868,202,250,220,265,288,254,275,1314,1225,794,388,188,65,31,12,32,10282,207684879,52324,13760,753,770
416,,1994,"ASR_STP","Stolen Property",10713,208091172,84889,13994,8768,7280,5748,5095,4527,4188,3868,15221,12273,8588,4862,2312,1089,546,260,264,939,826,712,667,643,650,643,2858,2613,1850,907,403,148,70,24,41,10282,207684879,56631,40612,875,568
417,,1994,"ASR_SUS","Suspicion",10713,208091172,8230,1465,356,352,309,330,331,368,329,1484,1573,1321,777,394,146,76,49,35,51,48,35,30,46,61,58,347,347,232,128,45,15,9,5,8,10282,207684879,4508,5116,26,41
418,,1994,"ASR_VAG","Vagrancy",10713,208091172,14039,3782,922,738,580,469,449,480,422,2032,2362,2205,1526,896,506,211,129,112,155,126,100,115,146,170,183,907,915,551,218,115,37,16,12,16,10282,207684879,9716,7678,60,361
419,,1994,"ASR_VAN","Vandalism",10713,208091172,117143,20803,12776,9848,7384,6752,6030,5703,5229,20481,17769,11976,6521,3236,1597,792,406,643,1303,1222,1003,1076,897,977,984,4371,3851,2603,1290,627,281,128,78,112,10282,207684879,96043,38502,1417,1708
420,,1994,"ASR_WEAP","Weapons",10713,208091172,149467,13112,13555,12011,9881,9970,8906,8114,7300,25831,19515,13698,8720,5152,3015,1617,987,1195,715,589,556,562,609,604,592,2444,2439,1771,1046,579,301,138,74,93,10282,207684879,90374,69280,1612,941
